study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_21,Site 1480,MYS,ASIA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.748505328317216e-17
Study_21,Site 1481,MYS,ASIA,28,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.134188112356963e-19
Study_21,Site 1482,MYS,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1483,MEX,AMERICA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.35371500133977e-17
Study_21,Site 1484,MEX,AMERICA,34,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0903651725448304e-18
Study_21,Site 1485,MEX,AMERICA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.2367083984163728e-18
Study_21,Site 1486,MEX,AMERICA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5145157889645834e-18
Study_21,Site 1487,MEX,AMERICA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.696721853617575e-19
Study_21,Site 1488,MEX,AMERICA,12,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1489,MEX,AMERICA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.794825562462834e-18
Study_21,Site 149,ITA,EMEA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.194716469640419e-18
Study_21,Site 1490,MEX,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 1491,MEX,AMERICA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4109139090892057e-18
Study_21,Site 1492,MEX,AMERICA,22,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1493,MEX,AMERICA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1494,MEX,AMERICA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1768124864331435e-16
Study_21,Site 1495,MEX,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.4457209149894597e-18
Study_21,Site 1496,MEX,AMERICA,25,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1497,MEX,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.720781450609602e-16
Study_21,Site 1498,MEX,AMERICA,41,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.851827478154441e-19
Study_21,Site 1499,MEX,AMERICA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.1025741032559543e-18
Study_21,Site 15,SVK,EMEA,51,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.1953662531389248e-18
Study_21,Site 1500,NZL,ASIA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2040318847542677e-18
Study_21,Site 1501,NZL,ASIA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.263206050129532e-19
Study_21,Site 1502,NZL,ASIA,25,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.63285701549766e-19
Study_21,Site 1503,NZL,ASIA,45,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1504,NZL,ASIA,64,Medium,2,Cluster_2_Average,2.233655193768631e-36,0.0,1.0
Study_21,Site 1505,NZL,ASIA,30,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.905459075537356e-19
Study_21,Site 1506,NZL,ASIA,14,Medium,0,Cluster_0_Low_Risk,0.9999999999999876,0.0,1.1597332231006785e-14
Study_21,Site 1507,POL,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.768748225976682e-18
Study_21,Site 1508,POL,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4109139090892057e-18
Study_21,Site 1509,POL,EMEA,14,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1510,POL,EMEA,39,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1511,POL,EMEA,24,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1512,POL,EMEA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.2941851852989294e-18
Study_21,Site 1513,POL,EMEA,200,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1514,POL,EMEA,112,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1515,POL,EMEA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1021369392953649e-18
Study_21,Site 1516,POL,EMEA,90,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.695946215392565e-17
Study_21,Site 1517,POL,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4088792035792637e-18
Study_21,Site 1518,POL,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6870583903033644e-18
Study_21,Site 1519,POL,EMEA,149,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.0486503515757054e-18
Study_21,Site 1520,POL,EMEA,145,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1521,POL,EMEA,10,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.340788718779665e-19
Study_21,Site 1522,POL,EMEA,38,Low,2,Cluster_2_Average,9.122213274498035e-288,0.0,1.0
Study_21,Site 1523,POL,EMEA,27,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1524,POL,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5319409233691345e-18
Study_21,Site 1525,POL,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 1526,POL,EMEA,49,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5247320231804742e-15
Study_21,Site 1527,POL,EMEA,96,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1528,POL,EMEA,100,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1529,POL,EMEA,3,High,0,Cluster_0_Low_Risk,1.0,0.0,2.925218585986971e-20
Study_21,Site 153,NLD,EMEA,58,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.60357311121294e-19
Study_21,Site 1530,POL,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.938927257534387e-18
Study_21,Site 1531,POL,EMEA,39,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.603165429724434e-19
Study_21,Site 1532,POL,EMEA,20,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.147549540714603e-19
Study_21,Site 1533,POL,EMEA,37,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.442058674192624e-17
Study_21,Site 1534,ROU,EMEA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7566681905946687e-18
Study_21,Site 1535,ROU,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_21,Site 1536,ROU,EMEA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.194716469640419e-18
Study_21,Site 1537,ROU,EMEA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7109959274847742e-18
Study_21,Site 1538,ROU,EMEA,37,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4881811274240304e-18
Study_21,Site 1539,ROU,EMEA,34,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.617622015055735e-19
Study_21,Site 154,NLD,EMEA,42,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.212977389286995e-19
Study_21,Site 1540,ROU,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1144371098041342e-18
Study_21,Site 1541,ROU,EMEA,47,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1542,ROU,EMEA,28,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1543,ROU,EMEA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7566681905946687e-18
Study_21,Site 1544,ROU,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_21,Site 1545,ROU,EMEA,31,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1546,ROU,EMEA,40,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3722173841894237e-17
Study_21,Site 1547,ROU,EMEA,67,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.970703506528771e-18
Study_21,Site 1548,ROU,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5582502035872926e-18
Study_21,Site 1549,ROU,EMEA,6,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 155,NLD,EMEA,42,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1550,ROU,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.299743351258265e-19
Study_21,Site 1551,ROU,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.97661950477947e-19
Study_21,Site 1552,ROU,EMEA,21,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.0706713625163886e-18
Study_21,Site 1553,SVN,EMEA,32,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1554,SVN,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_21,Site 1555,SVN,EMEA,11,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1556,SVN,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.059784818513755e-19
Study_21,Site 1557,SVN,EMEA,22,Low,0,Cluster_0_Low_Risk,0.9999999999996092,0.0,3.908181248166537e-13
Study_21,Site 1558,ZAF,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.79372316088196e-18
Study_21,Site 1559,ZAF,EMEA,52,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.52180978074776e-19
Study_21,Site 156,NLD,EMEA,29,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1560,ZAF,EMEA,35,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.626372676915624e-16
Study_21,Site 1561,ZAF,EMEA,39,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1562,ZAF,EMEA,44,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.355236817558738e-19
Study_21,Site 1563,ZAF,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.97661950477947e-19
Study_21,Site 1564,ZAF,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.938927257534387e-18
Study_21,Site 1565,ZAF,EMEA,21,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1566,ZAF,EMEA,15,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.024426636462248e-19
Study_21,Site 1567,ZAF,EMEA,25,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1568,ZAF,EMEA,31,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.659448383451147e-18
Study_21,Site 1569,ZAF,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3738475234657726e-18
Study_21,Site 157,NLD,EMEA,72,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.9928897740792746e-19
Study_21,Site 1570,ZAF,EMEA,4,High,0,Cluster_0_Low_Risk,1.0,0.0,4.590405719484174e-19
Study_21,Site 1571,ZAF,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3918463339121477e-18
Study_21,Site 1572,ZAF,EMEA,44,Medium,0,Cluster_0_Low_Risk,0.999999999997824,0.0,2.17582157480515e-12
Study_21,Site 1573,ZAF,EMEA,41,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.098449415848613e-18
Study_21,Site 1574,ZAF,EMEA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.263206050129532e-19
Study_21,Site 1575,KOR,ASIA,14,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.5567807409519645e-19
Study_21,Site 1576,KOR,ASIA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2040318847542677e-18
Study_21,Site 1577,KOR,ASIA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.0116590494678081e-18
Study_21,Site 1578,KOR,ASIA,18,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.572624699785963e-19
Study_21,Site 1579,KOR,ASIA,36,Medium,0,Cluster_0_Low_Risk,0.9999999999999964,0.0,4.8386994867118814e-15
Study_21,Site 158,NLD,EMEA,42,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1580,KOR,ASIA,39,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1581,KOR,ASIA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 1582,KOR,ASIA,38,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2135913006382705e-16
Study_21,Site 1583,KOR,ASIA,27,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1584,KOR,ASIA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5120408939532307e-18
Study_21,Site 1585,KOR,ASIA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.79372316088196e-18
Study_21,Site 1586,KOR,ASIA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0428306448415532e-18
Study_21,Site 1587,KOR,ASIA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.794825562462834e-18
Study_21,Site 1588,KOR,ASIA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0032545597637578e-18
Study_21,Site 1589,KOR,ASIA,26,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 159,NLD,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.7347210496146827e-18
Study_21,Site 1590,KOR,ASIA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3738475234657726e-18
Study_21,Site 1591,KOR,ASIA,16,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.445834148404482e-19
Study_21,Site 1592,SWE,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.769737072135806e-19
Study_21,Site 1593,SWE,EMEA,31,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.352256297477429e-16
Study_21,Site 1594,SWE,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.059784818513755e-19
Study_21,Site 1595,SWE,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.3209664858102913e-18
Study_21,Site 1596,SWE,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5582502035872926e-18
Study_21,Site 1597,SWE,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2592251156804224e-18
Study_21,Site 1598,SWE,EMEA,16,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1599,SWE,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5319409233691345e-18
Study_21,Site 16,SVK,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1329107439133057e-18
Study_21,Site 160,NLD,EMEA,38,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1600,SWE,EMEA,51,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1601,TWN,ASIA,15,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.568438713041865e-18
Study_21,Site 1602,TWN,ASIA,42,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.172788492101775e-17
Study_21,Site 1603,TWN,ASIA,15,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1604,TWN,ASIA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.1478582295458917e-18
Study_21,Site 1605,TWN,ASIA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1338311857835257e-18
Study_21,Site 1606,TWN,ASIA,19,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.467573467450099e-19
Study_21,Site 1607,TWN,ASIA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.498645387508027e-19
Study_21,Site 1608,THA,ASIA,21,High,0,Cluster_0_Low_Risk,1.0,0.0,8.10490127142726e-17
Study_21,Site 1609,THA,ASIA,22,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 161,PRT,EMEA,21,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.312896846704183e-19
Study_21,Site 1610,THA,ASIA,27,Medium,0,Cluster_0_Low_Risk,1.0,0.0,4.944240656833154e-19
Study_21,Site 1611,THA,ASIA,43,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.478146172428478e-19
Study_21,Site 1612,THA,ASIA,22,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1613,THA,ASIA,28,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.714520104196778e-19
Study_21,Site 1614,THA,ASIA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3804942870322297e-18
Study_21,Site 1615,TUR,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_21,Site 1616,TUR,EMEA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.7760930182447066e-18
Study_21,Site 1617,TUR,EMEA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0982019662201103e-19
Study_21,Site 1618,TUR,EMEA,3,High,0,Cluster_0_Low_Risk,1.0,0.0,8.960787381014155e-19
Study_21,Site 1619,TUR,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_21,Site 162,PRT,EMEA,114,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.0603986086487422e-19
Study_21,Site 1620,TUR,EMEA,92,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.4366377235597426e-19
Study_21,Site 1621,TUR,EMEA,30,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.973166481901337e-19
Study_21,Site 1622,TUR,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.396929708098444e-18
Study_21,Site 1623,TUR,EMEA,47,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.069606202786678e-17
Study_21,Site 1624,TUR,EMEA,60,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.520074437297134e-17
Study_21,Site 1625,SRB,EMEA,39,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1626,SRB,EMEA,22,Medium,0,Cluster_0_Low_Risk,1.0,0.0,6.135132219609256e-19
Study_21,Site 1627,SRB,EMEA,200,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1628,SRB,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.360266705484811e-18
Study_21,Site 1629,SRB,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_21,Site 163,SVK,EMEA,27,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.450753150597565e-19
Study_21,Site 1630,SRB,EMEA,48,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1631,SRB,EMEA,29,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1632,SRB,EMEA,95,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1633,SRB,EMEA,75,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.065138575466606e-19
Study_21,Site 1634,SRB,EMEA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.877887111647318e-19
Study_21,Site 1635,SRB,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_21,Site 1636,SRB,EMEA,26,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1637,SRB,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_21,Site 1638,SRB,EMEA,61,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1639,SRB,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.354004169799485e-18
Study_21,Site 164,SVK,EMEA,31,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.621664488889224e-18
Study_21,Site 1640,SRB,EMEA,289,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 1641,SRB,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6870583903033644e-18
Study_21,Site 1642,SRB,EMEA,68,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.5326541537783507e-19
Study_21,Site 1643,SRB,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5005805575038953e-18
Study_21,Site 1644,SRB,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1148166210356443e-19
Study_21,Site 165,ARG,AMERICA,97,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.918509227305162e-18
Study_21,Site 166,ARG,AMERICA,22,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.70273025714953e-19
Study_21,Site 168,ARG,AMERICA,10,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 169,ARG,AMERICA,34,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 17,SVK,EMEA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 171,ARG,AMERICA,30,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 172,ARG,AMERICA,139,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.941582103729201e-20
Study_21,Site 174,ARG,AMERICA,49,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 175,ARG,AMERICA,169,Low,0,Cluster_0_Low_Risk,0.9999999999886722,0.0,1.1328023616597855e-11
Study_21,Site 180,USA,AMERICA,47,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 181,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1479452190298859e-18
Study_21,Site 183,USA,AMERICA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_21,Site 184,USA,AMERICA,47,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.941110589365267e-19
Study_21,Site 185,USA,AMERICA,35,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 186,USA,AMERICA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 187,USA,AMERICA,25,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.7327493226882565e-19
Study_21,Site 188,USA,AMERICA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 189,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.392995606703673e-18
Study_21,Site 19,USA,AMERICA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.9983388547280867e-16
Study_21,Site 191,CHN,ASIA,16,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 192,CHN,ASIA,12,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3303745722179552e-18
Study_21,Site 193,CHN,ASIA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.4457209149894597e-18
Study_21,Site 194,CHN,ASIA,31,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1177236328456819e-18
Study_21,Site 195,CHN,ASIA,57,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 196,CHN,ASIA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6870583903033644e-18
Study_21,Site 197,CHN,ASIA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.05250823491248e-17
Study_21,Site 198,CHN,ASIA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,9.203782994481598e-19
Study_21,Site 2,IND,ASIA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.79081339846024e-18
Study_21,Site 200,CHN,ASIA,2,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.445512379912199e-19
Study_21,Site 201,CHN,ASIA,124,Low,2,Cluster_2_Average,1.8395855244936112e-39,0.0,1.0
Study_21,Site 202,CHN,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5319409233691345e-18
Study_21,Site 203,CHN,ASIA,4,Medium,0,Cluster_0_Low_Risk,1.0,0.0,7.16318920134587e-19
Study_21,Site 205,CHN,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_21,Site 206,CHN,ASIA,7,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 207,CHN,ASIA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_21,Site 208,CHN,ASIA,43,Low,0,Cluster_0_Low_Risk,1.0,0.0,7.316415001382094e-19
Study_21,Site 209,CHN,ASIA,19,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 21,USA,AMERICA,32,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.0519921275665307e-18
Study_21,Site 211,CHN,ASIA,9,Medium,0,Cluster_0_Low_Risk,1.0,0.0,8.274491010763474e-19
Study_21,Site 212,CHN,ASIA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1293026819299592e-18
Study_21,Site 214,CHN,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5582502035872926e-18
Study_21,Site 215,CHN,ASIA,34,Medium,0,Cluster_0_Low_Risk,1.0,0.0,2.7057385530679833e-16
Study_21,Site 216,CHN,ASIA,5,Medium,2,Cluster_2_Average,4.380920936427809e-21,0.0,1.0
Study_21,Site 217,CHN,ASIA,23,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 219,CHN,ASIA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,1.3858468287575182e-17
Study_21,Site 22,USA,AMERICA,131,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.6903650982412463e-20
Study_21,Site 23,USA,AMERICA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.0134137733426432e-18
Study_21,Site 24,USA,AMERICA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2522666111527935e-18
Study_21,Site 25,CHN,ASIA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.938927257534387e-18
Study_21,Site 259,IND,ASIA,29,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 260,IND,ASIA,8,Medium,0,Cluster_0_Low_Risk,1.0,0.0,9.877887111647318e-19
Study_21,Site 261,IND,ASIA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.059784818513755e-19
Study_21,Site 268,SVK,EMEA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.329302127631424e-19
Study_21,Site 269,SVK,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1299941245607329e-18
Study_21,Site 27,LVA,EMEA,24,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 279,ESP,EMEA,6,Medium,0,Cluster_0_Low_Risk,1.0,0.0,3.3515277348737502e-18
Study_21,Site 28,IND,ASIA,23,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_21,Site 280,ESP,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.752091285031137e-18
Study_21,Site 281,ESP,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4186888396767668e-18
Study_21,Site 282,ESP,EMEA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.4734173195214711e-18
Study_21,Site 283,ESP,EMEA,28,Medium,0,Cluster_0_Low_Risk,0.9999999999980869,0.0,1.912765744583067e-12
